Batch ID,Production Line,Units Produced,Electricity (kWh),Fuel (L),Raw Material Transportation (kg),Product Transportation (kg),Waste (kg),Packaging (kg),Electricity CO2 (kg),Fuel CO2 (kg),Raw Material Transport CO2 (kg),Product Transport CO2 (kg),Waste CO2 (kg),Packaging CO2 (kg),Total CO2 (kg),Projected Electricity CO2 (kg),Projected Fuel CO2 (kg),Projected Waste CO2 (kg),Projected Product Transport CO2 (kg),Projected Total CO2 (kg)
B0633,Line C,3733,2343.06,724.12,246.96,407.72,74.23,121.81,1054.38,1940.64,44.45,65.24,81.65,42.63,3228.99,896.22,1746.58,65.32,58.71,2853.91
B0634,Line B,2480,1376.55,436.28,159.86,373.13,64.33,124.21,619.45,1169.23,28.77,59.7,70.76,43.47,1991.39,526.53,1052.31,56.61,53.73,1761.42
B0635,Line B,2355,1111.85,224.81,170.07,218.25,93.43,80.11,500.33,602.49,30.61,34.92,102.77,28.04,1299.17,425.28,542.24,82.22,31.43,1139.82
B0636,Line A,3556,1547.07,428.45,333.55,502.29,72.92,158.5,696.18,1148.25,60.04,80.37,80.21,55.47,2120.52,591.75,1033.42,64.17,72.33,1877.18
B0637,Line A,1292,469.35,159.4,122.19,83.6,20.44,86.31,211.21,427.19,21.99,13.38,22.48,30.21,726.46,179.53,384.47,17.99,12.04,646.23
B0638,Line A,1291,608.81,148.46,84.2,197.39,75.53,85.56,273.96,397.87,15.16,31.58,83.08,29.95,831.6,232.87,358.09,66.47,28.42,730.96
B0639,Line B,2309,1411.41,351.2,116.97,306.3,25.63,77.78,635.13,941.22,21.05,49.01,28.19,27.22,1701.83,539.86,847.09,22.55,44.11,1501.88
B0640,Line C,2755,1998.26,426.96,249.58,423.02,138.12,207.54,899.22,1144.25,44.92,67.68,151.93,72.64,2380.65,764.33,1029.83,121.55,60.91,2094.18
B0641,Line A,4110,2870.76,534.15,206.59,511.4,203.04,228.33,1291.84,1431.52,37.19,81.82,223.34,79.92,3145.63,1098.07,1288.37,178.68,73.64,2755.87
B0642,Line A,2107,1383.09,272.92,181.79,189.58,52.38,90.17,622.39,731.43,32.72,30.33,57.62,31.56,1506.05,529.03,658.28,46.09,27.3,1324.98
B0643,Line B,1484,987.42,290.86,141.68,227.35,24.9,74.37,444.34,779.5,25.5,36.38,27.39,26.03,1339.14,377.69,701.55,21.91,32.74,1185.42
B0644,Line A,4176,2572.39,795.53,401.1,335.38,72.17,235.13,1157.58,2132.02,72.2,53.66,79.39,82.3,3577.14,983.94,1918.82,63.51,48.29,3169.06
B0645,Line C,3880,1761.97,477.59,389.08,335.77,174.1,207.94,792.89,1279.94,70.03,53.72,191.51,72.78,2460.87,673.95,1151.95,153.21,48.35,2170.27
B0646,Line C,1019,726.42,211.88,111.92,129.5,42.94,50.12,326.89,567.84,20.15,20.72,47.23,17.54,1000.37,277.86,511.05,37.79,18.65,883.04
B0647,Line A,1090,673.94,232.6,87.2,146.26,53.56,54.82,303.27,623.37,15.7,23.4,58.92,19.19,1043.84,257.78,561.03,47.13,21.06,921.89
B0648,Line A,1550,889.97,194.9,152.55,235.96,88.15,47.41,400.49,522.33,27.46,37.75,96.97,16.59,1101.59,340.41,470.1,77.57,33.98,966.11
B0649,Line B,4133,1630.04,535.72,370.04,299.76,184.32,284.2,733.52,1435.73,66.61,47.96,202.75,99.47,2586.04,623.49,1292.16,162.2,43.17,2287.1
B0650,Line C,4944,2614.5,745.5,271.58,681.18,87.97,259.59,1176.53,1997.94,48.88,108.99,96.77,90.86,3519.96,1000.05,1798.15,77.41,98.09,3113.44
B0651,Line C,1459,779.32,308.95,61.36,191.48,32.35,40.65,350.69,827.99,11.04,30.64,35.59,14.23,1270.17,298.09,745.19,28.47,27.57,1124.59
B0652,Line A,1192,829.42,241.6,74.81,67.96,62.11,78.64,373.24,647.49,13.47,10.87,68.32,27.52,1140.91,317.25,582.74,54.66,9.79,1005.43
B0653,Line B,4399,2501.53,415.09,331.87,407.32,90.03,334.09,1125.69,1112.44,59.74,65.17,99.03,116.93,2579.0,956.84,1001.2,79.23,58.65,2272.59
B0654,Line C,4973,2497.24,671.27,444.43,403.33,67.76,382.12,1123.76,1799.0,80.0,64.53,74.54,133.74,3275.57,955.19,1619.1,59.63,58.08,2905.74
B0655,Line C,3446,2552.52,542.65,372.16,287.72,155.64,145.22,1148.63,1454.3,66.99,46.04,171.2,50.83,2937.99,976.34,1308.87,136.96,41.43,2581.42
B0656,Line B,1026,404.54,154.35,57.15,162.24,30.91,28.86,182.04,413.66,10.29,25.96,34.0,10.1,676.05,154.74,372.29,27.2,23.36,597.98
B0657,Line B,3724,1932.83,398.99,186.36,449.51,208.55,190.31,869.77,1069.29,33.54,71.92,229.41,66.61,2340.55,739.31,962.36,183.52,64.73,2050.07
B0658,Line C,2753,1009.83,551.25,322.32,354.98,117.04,73.66,454.42,1477.35,58.02,56.8,128.74,25.78,2201.11,386.26,1329.62,103.0,51.12,1953.8
B0659,Line C,3844,2483.08,671.82,186.99,605.15,55.82,292.29,1117.39,1800.48,33.66,96.82,61.4,102.3,3212.05,949.78,1620.43,49.12,87.14,2842.43
B0660,Line B,4465,3202.43,880.98,349.52,408.51,256.26,138.48,1441.09,2361.03,62.91,65.36,281.89,48.47,4260.75,1224.93,2124.92,225.51,58.83,3745.57
B0661,Line C,2375,1097.29,475.54,206.26,328.23,54.45,83.52,493.78,1274.45,37.13,52.52,59.9,29.23,1947.0,419.71,1147.0,47.92,47.27,1728.26
B0662,Line A,2263,1569.02,418.13,188.53,221.32,60.79,100.47,706.06,1120.59,33.94,35.41,66.87,35.16,1998.03,600.15,1008.53,53.5,31.87,1763.15
B0663,Line A,1020,476.23,144.32,47.82,148.56,30.72,43.85,214.3,386.78,8.61,23.77,33.79,15.35,682.6,182.16,348.1,27.03,21.39,602.64
B0664,Line B,1516,1082.89,250.86,67.56,105.93,19.04,102.6,487.3,672.3,12.16,16.95,20.94,35.91,1245.57,414.21,605.07,16.76,15.25,1099.36
B0665,Line B,616,401.38,63.11,29.84,95.02,21.45,29.19,180.62,169.13,5.37,15.2,23.6,10.22,404.14,153.53,152.22,18.88,13.68,353.9
B0666,Line B,2933,1970.87,511.25,254.72,217.23,47.41,88.71,886.89,1370.15,45.85,34.76,52.15,31.05,2420.85,753.86,1233.14,41.72,31.28,2136.9
B0667,Line A,1083,386.85,113.82,90.48,93.01,32.54,39.02,174.08,305.04,16.29,14.88,35.79,13.66,559.74,147.97,274.53,28.64,13.39,494.48
B0668,Line C,894,657.2,158.37,52.48,119.06,24.62,45.19,295.74,424.43,9.45,19.05,27.08,15.82,791.57,251.38,381.99,21.67,17.14,697.45
B0669,Line A,4288,2747.19,480.87,390.3,400.13,208.58,123.7,1236.24,1288.73,70.25,64.02,229.44,43.3,2931.97,1050.8,1159.86,183.55,57.62,2565.38
B0670,Line C,3268,1542.17,315.22,345.12,382.04,163.92,185.29,693.98,844.79,62.12,61.13,180.31,64.85,1907.18,589.88,760.31,144.25,55.01,1676.42
B0671,Line A,4667,3181.76,481.35,202.2,461.58,82.47,251.76,1431.79,1290.02,36.4,73.85,90.72,88.12,3010.89,1217.02,1161.02,72.57,66.47,2641.6
B0672,Line C,4360,2016.97,350.02,348.15,574.04,123.51,274.17,907.64,938.05,62.67,91.85,135.86,95.96,2232.02,771.49,844.25,108.69,82.66,1965.72
B0673,Line A,773,540.41,139.62,73.55,58.07,22.16,58.95,243.18,374.18,13.24,9.29,24.38,20.63,684.9,206.71,336.76,19.5,8.36,605.2
B0674,Line B,2513,992.72,458.71,151.24,141.81,44.15,187.81,446.72,1229.34,27.22,22.69,48.57,65.73,1840.28,379.72,1106.41,38.85,20.42,1638.35
B0675,Line A,4933,3115.06,750.26,318.78,409.4,246.27,378.68,1401.78,2010.7,57.38,65.5,270.9,132.54,3938.79,1191.51,1809.63,216.72,58.95,3466.73
B0676,Line C,1889,1069.7,193.79,168.29,193.01,85.69,65.52,481.36,519.36,30.29,30.88,94.26,22.93,1179.09,409.16,467.42,75.41,27.79,1033.0
B0677,Line A,4066,1580.1,372.84,454.72,278.45,79.36,113.42,711.04,999.21,81.85,44.55,87.3,39.7,1963.65,604.39,899.29,69.84,40.1,1735.17
B0678,Line A,665,297.09,54.98,69.69,59.2,18.84,25.36,133.69,147.35,12.54,9.47,20.72,8.88,332.65,113.64,132.61,16.58,8.52,292.77
B0679,Line A,2067,733.71,213.32,179.11,194.29,31.6,152.35,330.17,571.7,32.24,31.09,34.76,53.32,1053.28,280.64,514.53,27.81,27.98,936.52
B0680,Line B,1228,660.06,251.4,120.86,69.15,50.85,96.18,297.03,673.75,21.75,11.06,55.94,33.66,1093.2,252.47,606.38,44.75,9.96,968.97
B0681,Line A,2543,1196.5,289.43,175.94,290.32,40.86,181.98,538.43,775.67,31.67,46.45,44.95,63.69,1500.86,457.66,698.11,35.96,41.81,1328.9
B0682,Line B,4697,2768.14,608.72,428.73,691.76,278.52,124.95,1245.66,1631.37,77.17,110.68,306.37,43.73,3414.99,1058.81,1468.23,245.1,99.61,2992.65
B0683,Line B,3996,1873.7,378.61,308.87,266.5,195.94,307.08,843.17,1014.67,55.6,42.64,215.53,107.48,2279.09,716.69,913.21,172.43,38.38,2003.79
B0684,Line A,1278,600.62,142.02,70.54,147.94,37.72,58.02,270.28,380.61,12.7,23.67,41.49,20.31,749.06,229.74,342.55,33.19,21.3,659.79
B0685,Line A,713,461.51,108.87,68.55,87.79,27.76,14.66,207.68,291.77,12.34,14.05,30.54,5.13,561.5,176.53,262.59,24.43,12.64,493.66
B0686,Line A,4262,1573.77,703.59,360.21,409.69,236.83,198.37,708.2,1885.62,64.84,65.55,260.51,69.43,3054.15,601.97,1697.06,208.41,59.0,2700.71
B0687,Line C,2076,1476.36,237.39,142.6,263.9,78.28,47.26,664.36,636.21,25.67,42.22,86.11,16.54,1471.11,564.71,572.58,68.89,38.0,1286.39
B0688,Line A,2948,2036.79,259.67,332.85,280.59,55.2,155.16,916.56,695.92,59.91,44.89,60.72,54.31,1832.3,779.07,626.32,48.58,40.4,1608.59
B0689,Line B,3436,2120.43,462.98,143.19,362.53,99.42,138.52,954.19,1240.79,25.77,58.0,109.36,48.48,2436.6,811.06,1116.71,87.49,52.2,2141.71
B0690,Line A,3617,2124.22,407.96,236.05,183.78,188.65,175.08,955.9,1093.33,42.49,29.4,207.52,61.28,2389.92,812.51,984.0,166.01,26.46,2092.75
B0691,Line C,1091,771.25,120.81,48.6,137.56,46.05,61.96,347.06,323.77,8.75,22.01,50.66,21.69,773.93,295.0,291.39,40.52,19.81,677.16
B0692,Line A,3220,1365.71,690.31,326.26,395.25,136.97,232.25,614.57,1850.03,58.73,63.24,150.67,81.29,2818.52,522.38,1665.03,120.53,56.92,2504.88
B0693,Line C,1213,462.87,201.7,116.65,65.77,64.7,72.43,208.29,540.56,21.0,10.52,71.17,25.35,876.89,177.05,486.5,56.94,9.47,776.31
B0694,Line C,1435,639.73,226.68,95.44,129.88,78.49,66.07,287.88,607.5,17.18,20.78,86.34,23.12,1042.8,244.7,546.75,69.07,18.7,919.52
B0695,Line A,4837,3230.3,668.51,454.93,762.76,270.82,334.55,1453.64,1791.61,81.89,122.04,297.9,117.09,3864.17,1235.59,1612.45,238.32,109.84,3395.18
B0696,Line B,501,182.3,70.17,35.91,48.24,7.39,37.24,82.04,188.06,6.46,7.72,8.13,13.03,305.44,69.73,169.25,6.5,6.95,271.92
B0697,Line C,3348,1952.29,521.37,336.48,352.26,124.57,91.02,878.53,1397.27,60.57,56.36,137.03,31.86,2561.61,746.75,1257.54,109.62,50.73,2257.07
B0698,Line A,4544,3399.71,806.56,346.86,682.02,213.68,235.91,1529.87,2161.58,62.43,109.12,235.05,82.57,4180.62,1300.39,1945.42,188.04,98.21,3677.06
B0699,Line A,2449,1695.39,436.66,178.73,315.67,117.18,90.79,762.93,1170.25,32.17,50.51,128.9,31.78,2176.53,648.49,1053.22,103.12,45.46,1914.24
B0700,Line B,1417,791.51,147.42,162.64,161.58,57.16,32.34,356.18,395.09,29.28,25.85,62.88,11.32,880.59,302.75,355.58,50.3,23.27,772.5
B0701,Line C,3674,1379.43,551.16,220.7,506.12,67.38,220.85,620.74,1477.11,39.73,80.98,74.12,77.3,2369.97,527.63,1329.4,59.29,72.88,2106.23
B0702,Line C,2741,1870.87,377.36,136.05,397.67,136.7,196.71,841.89,1011.32,24.49,63.63,150.37,68.85,2160.55,715.61,910.19,120.3,57.26,1896.7
B0703,Line A,589,347.27,118.9,51.1,59.05,27.1,17.54,156.27,318.65,9.2,9.45,29.81,6.14,529.52,132.83,286.79,23.85,8.5,467.31
B0704,Line A,2209,874.7,371.99,259.66,225.9,31.6,151.86,393.62,996.93,46.74,36.14,34.76,53.15,1561.34,334.57,897.24,27.81,32.53,1392.04
B0705,Line B,2669,1034.35,412.5,187.44,246.79,88.59,190.04,465.46,1105.5,33.74,39.49,97.45,66.51,1808.15,395.64,994.95,77.96,35.54,1604.34
B0706,Line B,4738,3382.22,455.58,213.03,740.73,88.6,354.69,1522.0,1220.95,38.35,118.52,97.46,124.14,3121.42,1293.7,1098.86,77.97,106.67,2739.69
B0707,Line C,3541,2187.21,583.52,237.76,448.6,95.16,127.18,984.24,1563.83,42.8,71.78,104.68,44.51,2811.84,836.61,1407.45,83.74,64.6,2479.71
B0708,Line C,605,412.44,58.33,48.69,35.79,6.6,44.91,185.6,156.32,8.76,5.73,7.26,15.72,379.39,157.76,140.69,5.81,5.15,333.89
B0709,Line A,1386,972.41,176.31,73.39,200.87,41.6,54.39,437.58,472.51,13.21,32.14,45.76,19.04,1020.24,371.95,425.26,36.61,28.93,895.0
B0710,Line C,927,536.46,92.7,85.88,95.35,34.76,49.26,241.41,248.44,15.46,15.26,38.24,17.24,576.03,205.2,223.59,30.59,13.73,505.81
B0711,Line B,2395,1333.96,423.65,286.97,137.86,98.15,55.16,600.28,1135.38,51.65,22.06,107.97,19.31,1936.65,510.24,1021.84,86.37,19.85,1709.26
B0712,Line B,816,426.09,88.84,62.13,90.14,35.23,18.47,191.74,238.09,11.18,14.42,38.75,6.46,500.66,162.98,214.28,31.0,12.98,438.88
B0713,Line A,1134,540.67,152.93,77.54,108.74,58.76,71.69,243.3,409.85,13.96,17.4,64.64,25.09,774.24,206.81,368.87,51.71,15.66,682.1
B0714,Line B,2425,1270.31,498.08,174.74,355.39,50.37,113.17,571.64,1334.85,31.45,56.86,55.41,39.61,2089.83,485.89,1201.37,44.33,51.18,1853.83
B0715,Line B,2556,1685.81,277.59,125.79,185.16,40.96,90.42,758.61,743.94,22.64,29.63,45.06,31.65,1631.53,644.82,669.55,36.04,26.66,1431.36
B0716,Line B,3644,2152.76,550.58,403.25,513.48,191.59,114.51,968.74,1475.55,72.58,82.16,210.75,40.08,2849.87,823.43,1328.0,168.6,73.94,2506.63
B0717,Line B,2770,1958.42,384.19,202.73,308.43,49.39,166.75,881.29,1029.63,36.49,49.35,54.33,58.36,2109.45,749.1,926.67,43.46,44.41,1858.49
B0718,Line A,1939,1022.54,160.04,137.63,108.6,113.89,38.83,460.14,428.91,24.77,17.38,125.28,13.59,1070.07,391.12,386.02,100.22,15.64,931.36
B0719,Line A,1052,623.66,200.92,97.6,165.06,54.84,71.91,280.65,538.47,17.57,26.41,60.32,25.17,948.58,238.55,484.62,48.26,23.77,837.94
B0720,Line C,1215,732.07,108.94,91.57,129.26,42.58,30.08,329.43,291.96,16.48,20.68,46.84,10.53,715.92,280.02,262.76,37.47,18.61,625.87
B0721,Line B,4411,2587.84,645.75,405.19,361.69,260.56,138.9,1164.53,1730.61,72.93,57.87,286.62,48.62,3361.17,989.85,1557.55,229.29,52.08,2950.32
B0722,Line C,2213,1396.52,350.75,99.4,224.92,32.9,95.54,628.43,940.01,17.89,35.99,36.19,33.44,1691.95,534.17,846.01,28.95,32.39,1492.85
B0723,Line A,3889,1730.5,653.27,408.73,561.43,97.82,190.92,778.72,1750.76,73.57,89.83,107.6,66.82,2867.31,661.92,1575.69,86.08,80.85,2544.93
B0724,Line A,1607,891.8,283.49,185.19,134.25,67.35,66.37,401.31,759.75,33.33,21.48,74.08,23.23,1313.19,341.11,683.78,59.27,19.33,1160.05
B0725,Line A,4706,1843.29,543.35,432.49,335.04,129.42,184.68,829.48,1456.18,77.85,53.61,142.36,64.64,2624.11,705.06,1310.56,113.89,48.25,2320.25
B0726,Line A,750,377.85,61.05,87.27,48.15,42.31,58.38,170.03,163.61,15.71,7.7,46.54,20.43,424.03,144.53,147.25,37.23,6.93,372.08
B0727,Line A,2930,1597.05,531.16,152.7,242.5,38.91,171.39,718.67,1423.51,27.49,38.8,42.8,59.99,2311.25,610.87,1281.16,34.24,34.92,2048.67
B0728,Line A,2554,1560.21,395.85,199.71,346.85,95.7,54.67,702.09,1060.88,35.95,55.5,105.27,19.13,1978.82,596.78,954.79,84.22,49.95,1740.82
B0729,Line A,958,699.54,188.78,84.44,97.6,37.88,43.89,314.79,505.93,15.2,15.62,41.67,15.36,908.57,267.57,455.34,33.33,14.05,800.85
B0730,Line B,707,417.31,137.86,61.18,53.04,30.14,51.26,187.79,369.46,11.01,8.49,33.15,17.94,627.85,159.62,332.52,26.52,7.64,555.25
B0731,Line C,1399,905.77,277.09,100.89,95.52,31.87,53.28,407.6,742.6,18.16,15.28,35.06,18.65,1237.35,346.46,668.34,28.05,13.75,1093.41
B0732,Line A,3961,2188.48,585.88,265.57,343.02,111.81,101.69,984.82,1570.16,47.8,54.88,122.99,35.59,2816.24,837.09,1413.14,98.39,49.39,2481.4
B0733,Line B,3885,2345.15,492.26,194.82,595.93,202.73,254.48,1055.32,1319.26,35.07,95.35,223.0,89.07,2817.06,897.02,1187.33,178.4,85.81,2472.7
B0734,Line B,521,197.13,99.42,37.17,45.71,10.29,29.36,88.71,266.45,6.69,7.31,11.32,10.28,390.75,75.4,239.8,9.06,6.58,347.81
B0735,Line C,909,410.65,130.15,48.19,144.25,46.67,49.28,184.79,348.8,8.67,23.08,51.34,17.25,633.93,157.07,313.92,41.07,20.77,558.75
B0736,Line A,1394,689.67,147.32,137.66,144.11,53.16,32.36,310.35,394.82,24.78,23.06,58.48,11.33,822.81,263.8,355.34,46.78,20.75,722.78
B0737,Line C,1014,546.54,202.49,57.5,70.68,48.78,28.83,245.94,542.67,10.35,11.31,53.66,10.09,874.02,209.05,488.41,42.93,10.18,771.01
B0738,Line A,4609,1697.31,938.2,205.95,682.25,210.54,264.34,763.79,2514.38,37.07,109.16,231.59,92.52,3748.51,649.22,2262.94,185.28,98.24,3325.27
B0739,Line B,2634,1069.43,382.68,221.75,265.08,53.67,85.52,481.24,1025.58,39.92,42.41,59.04,29.93,1678.12,409.06,923.02,47.23,38.17,1487.33
B0740,Line B,4095,1886.67,371.0,358.8,524.42,157.41,205.75,849.0,994.28,64.58,83.91,173.15,72.01,2236.94,721.65,894.85,138.52,75.52,1967.13
B0741,Line B,3456,2552.65,464.13,379.31,546.77,184.5,182.11,1148.69,1243.87,68.28,87.48,202.95,63.74,2815.01,976.39,1119.48,162.36,78.73,2468.98
B0742,Line B,2060,994.03,396.54,177.49,114.37,65.11,76.24,447.31,1062.73,31.95,18.3,71.62,26.68,1658.59,380.22,956.45,57.3,16.47,1469.07
B0743,Line C,1766,958.61,364.23,119.45,107.08,103.01,135.82,431.37,976.14,21.5,17.13,113.31,47.54,1606.99,366.67,878.52,90.65,15.42,1420.3
B0744,Line A,2669,1143.5,289.55,278.22,344.97,87.04,188.29,514.58,775.99,50.08,55.2,95.74,65.9,1557.49,437.39,698.39,76.6,49.68,1378.04
B0745,Line A,4138,2459.26,369.84,344.37,335.18,70.92,262.11,1106.67,991.17,61.99,53.63,78.01,91.74,2383.2,940.67,892.05,62.41,48.27,2097.13
B0746,Line C,1249,577.38,253.33,57.88,87.77,36.81,30.82,259.82,678.92,10.42,14.04,40.49,10.79,1014.49,220.85,611.03,32.39,12.64,898.12
B0747,Line A,3927,1699.59,528.25,334.85,213.35,226.14,103.55,764.82,1415.71,60.27,34.14,248.75,36.24,2559.93,650.09,1274.14,199.0,30.72,2250.46
B0748,Line B,2427,1350.94,378.24,273.38,127.18,63.07,120.3,607.92,1013.68,49.21,20.35,69.38,42.1,1802.65,516.73,912.31,55.5,18.31,1594.16
B0749,Line A,4304,1515.88,927.64,308.62,581.87,229.85,127.58,682.15,2486.08,55.55,93.1,252.84,44.65,3614.36,579.82,2237.47,202.27,83.79,3203.55
B0750,Line B,4202,1483.58,375.32,267.69,272.24,227.17,330.68,667.61,1005.86,48.18,43.56,249.89,115.74,2130.84,567.47,905.27,199.91,39.2,1875.77
B0751,Line C,2856,1249.86,487.7,147.02,289.74,78.57,84.28,562.44,1307.04,26.46,46.36,86.43,29.5,2058.22,478.07,1176.33,69.14,41.72,1821.22
B0752,Line A,2835,1033.89,256.21,147.75,330.7,40.15,139.62,465.25,686.64,26.6,52.91,44.16,48.87,1324.43,395.46,617.98,35.33,47.62,1171.86
B0753,Line C,806,316.93,106.85,60.15,78.28,37.26,33.73,142.62,286.36,10.83,12.52,40.99,11.81,505.12,121.23,257.72,32.79,11.27,445.65
B0754,Line A,4165,2022.29,801.9,365.08,220.67,106.52,243.08,910.03,2149.09,65.71,35.31,117.17,85.08,3362.39,773.53,1934.18,93.74,31.78,2984.02
B0755,Line B,2489,1670.2,350.17,115.61,338.96,122.32,69.05,751.59,938.46,20.81,54.23,134.55,24.17,1923.81,638.85,844.61,107.64,48.81,1684.89
B0756,Line C,1161,672.01,254.96,133.71,59.39,37.31,53.2,302.4,683.29,24.07,9.5,41.04,18.62,1078.93,257.04,614.96,32.83,8.55,956.07
B0757,Line A,811,450.16,128.36,81.43,108.52,27.79,29.59,202.57,344.0,14.66,17.36,30.57,10.36,619.52,172.19,309.6,24.46,15.63,546.9
B0758,Line B,3420,1598.49,427.37,297.3,507.06,167.22,250.57,719.32,1145.35,53.51,81.13,183.94,87.7,2270.96,611.42,1030.82,147.15,73.02,2003.62
B0759,Line C,1582,1143.31,175.31,168.13,154.42,46.06,35.49,514.49,469.83,30.26,24.71,50.67,12.42,1102.38,437.32,422.85,40.53,22.24,965.62
B0760,Line C,3471,1766.07,448.01,161.11,378.03,111.61,259.71,794.73,1200.67,29.0,60.48,122.77,90.9,2298.55,675.52,1080.6,98.22,54.44,2028.68
B0761,Line A,1254,482.59,165.72,98.0,128.5,36.13,87.75,217.17,444.13,17.64,20.56,39.74,30.71,769.95,184.59,399.72,31.79,18.5,682.95
B0762,Line A,4630,2763.31,414.94,418.59,429.72,131.34,175.27,1243.49,1112.04,75.35,68.76,144.47,61.34,2705.45,1056.97,1000.84,115.58,61.88,2371.96
B0763,Line A,852,337.0,112.24,90.56,125.77,30.93,57.39,151.65,300.8,16.3,20.12,34.02,20.09,542.99,128.9,270.72,27.22,18.11,481.34
B0764,Line B,1402,684.3,203.28,143.95,207.96,70.72,30.67,307.94,544.79,25.91,33.27,77.79,10.73,1000.44,261.74,490.31,62.23,29.95,880.87
B0765,Line A,4388,2426.41,795.03,272.78,381.49,123.25,342.32,1091.88,2130.68,49.1,61.04,135.58,119.81,3588.09,928.1,1917.61,108.46,54.93,3178.01
B0766,Line C,658,460.4,113.14,75.85,77.42,23.83,33.95,207.18,303.22,13.65,12.39,26.21,11.88,574.53,176.1,272.89,20.97,11.15,506.64
B0767,Line C,2477,1355.96,443.95,123.72,376.4,107.84,94.61,610.18,1189.79,22.27,60.22,118.62,33.11,2034.2,518.65,1070.81,94.9,54.2,1793.94
B0768,Line A,1456,918.6,118.18,160.18,226.88,34.18,60.8,413.37,316.72,28.83,36.3,37.6,21.28,854.1,351.36,285.05,30.08,32.67,749.27
B0769,Line A,2571,1920.86,284.03,302.54,272.49,61.39,61.66,864.39,761.2,54.46,43.6,67.53,21.58,1812.75,734.73,685.08,54.02,39.24,1589.11
B0770,Line C,903,363.54,155.89,48.92,90.13,51.17,71.66,163.59,417.79,8.81,14.42,56.29,25.08,685.97,139.05,376.01,45.03,12.98,606.96
B0771,Line B,3279,1507.99,484.5,320.57,264.47,151.41,73.31,678.6,1298.46,57.7,42.32,166.55,25.66,2269.28,576.81,1168.61,133.24,38.08,2000.1
B0772,Line A,1887,958.28,152.36,81.56,293.38,73.33,111.89,431.23,408.32,14.68,46.94,80.66,39.16,1021.0,366.54,367.49,64.53,42.25,894.65
B0773,Line A,3953,2050.54,761.46,286.33,259.75,167.55,184.07,922.74,2040.71,51.54,41.56,184.31,64.42,3305.28,784.33,1836.64,147.44,37.4,2921.77
B0774,Line C,1455,748.46,273.82,118.3,165.55,16.68,111.94,336.81,733.84,21.29,26.49,18.35,39.18,1175.95,286.29,660.45,14.68,23.84,1045.73
B0775,Line A,2212,1577.25,346.79,191.23,179.35,90.48,76.89,709.76,929.4,34.42,28.7,99.53,26.91,1828.72,603.3,836.46,79.62,25.83,1606.54
B0776,Line B,1773,1126.94,158.34,203.67,143.06,62.9,92.06,507.12,424.35,36.66,22.89,69.19,32.22,1092.44,431.05,381.92,55.35,20.6,957.8
B0777,Line C,4311,2557.12,807.5,404.29,407.59,160.75,210.99,1150.7,2164.1,72.77,65.21,176.82,73.85,3703.46,978.1,1947.69,141.46,58.69,3272.56
B0778,Line A,3125,1480.47,505.37,245.32,499.59,87.41,194.29,666.21,1354.39,44.16,79.93,96.15,68.0,2308.85,566.28,1218.95,76.92,71.94,2046.25
B0779,Line C,2882,1958.37,546.07,301.96,161.53,40.56,69.4,881.27,1463.47,54.35,25.84,44.62,24.29,2493.84,749.08,1317.12,35.69,23.26,2203.79
B0780,Line A,1941,1420.86,359.56,225.24,220.57,38.17,61.39,639.39,963.62,40.54,35.29,41.99,21.49,1742.32,543.48,867.26,33.59,31.76,1538.12
B0781,Line A,3479,2360.43,669.43,145.3,205.55,200.17,114.37,1062.19,1794.07,26.15,32.89,220.19,40.03,3175.52,902.86,1614.67,176.15,29.6,2789.46
B0782,Line A,2297,805.39,350.34,272.43,153.89,69.91,147.67,362.43,938.91,49.04,24.62,76.9,51.68,1503.58,308.06,845.02,61.52,22.16,1337.48
B0783,Line B,4890,2956.3,487.27,229.29,480.94,163.0,153.29,1330.34,1305.88,41.27,76.95,179.3,53.65,2987.39,1130.78,1175.3,143.44,69.26,2613.7
B0784,Line B,4509,1670.38,784.39,474.13,478.63,56.97,245.33,751.67,2102.17,85.34,76.58,62.67,85.87,3164.29,638.92,1891.95,50.13,68.92,2821.13
B0785,Line C,1894,858.06,316.04,118.24,148.62,22.5,62.34,386.13,846.99,21.28,23.78,24.75,21.82,1324.75,328.21,762.29,19.8,21.4,1174.8
B0786,Line A,4781,1787.19,879.3,241.8,405.48,219.25,342.79,804.24,2356.52,43.52,64.88,241.18,119.98,3630.31,683.6,2120.87,192.94,58.39,3219.3
B0787,Line A,1769,1046.4,183.59,133.01,105.37,65.28,135.38,470.88,492.02,23.94,16.86,71.81,47.38,1122.89,400.25,442.82,57.45,15.17,987.01
B0788,Line B,4214,2632.22,452.15,385.65,351.25,149.32,215.38,1184.5,1211.76,69.42,56.2,164.25,75.38,2761.51,1006.82,1090.59,131.4,50.58,2424.19
B0789,Line A,1029,407.27,210.59,72.52,160.85,22.8,42.33,183.27,564.38,13.05,25.74,25.08,14.82,826.34,155.78,507.94,20.06,23.16,734.81
B0790,Line B,4123,2076.08,762.74,182.92,634.6,194.76,140.36,934.24,2044.14,32.93,101.54,214.24,49.13,3376.2,794.1,1839.73,171.39,91.38,2978.66
B0791,Line A,3458,1841.37,716.33,304.15,300.28,63.67,79.49,828.62,1919.76,54.75,48.04,70.04,27.82,2949.03,704.32,1727.79,56.03,43.24,2613.95
